인허가일자,좌표정보(X),좌표정보(Y),폐업일자,영업상태명,정보
2007-03-05,127.08209504281385,37.537254299553304,,영업/정상,서울시광진구골프연습장업인허가정보.csv
2007-03-16,127.09341963333809,37.553105164082474,20090227,폐업,서울시광진구골프연습장업인허가정보.csv
2007-05-01,127.08356647873133,37.540264000828984,,영업/정상,서울시광진구골프연습장업인허가정보.csv
2007-05-09,127.11020556559565,37.55012737147589,20130731,취소/말소/만료/정지/중지,서울시광진구골프연습장업인허가정보.csv
2007-08-08,127.0939442076127,37.54041379478819,20161004,폐업,서울시광진구골프연습장업인허가정보.csv
2007-09-05,127.06673304295471,37.53231832635841,20121108,폐업,서울시광진구골프연습장업인허가정보.csv
2007-10-16,,,20170921,폐업,서울시광진구골프연습장업인허가정보.csv
2007-12-31,127.08988187487402,37.55060307552703,,영업/정상,서울시광진구골프연습장업인허가정보.csv
2008-02-20,127.06903131675385,37.540816018978866,20131107,폐업,서울시광진구골프연습장업인허가정보.csv
2008-04-03,,,,영업/정상,서울시광진구골프연습장업인허가정보.csv
2008-04-11,127.09374245661633,37.54286264731126,,영업/정상,서울시광진구골프연습장업인허가정보.csv
2008-05-27,127.07528108776036,37.558422077684114,,영업/정상,서울시광진구골프연습장업인허가정보.csv
2008-06-04,,,,영업/정상,서울시광진구골프연습장업인허가정보.csv
2009-03-09,,,,영업/정상,서울시광진구골프연습장업인허가정보.csv
2009-05-12,,,,영업/정상,서울시광진구골프연습장업인허가정보.csv
2009-08-06,127.0888137115672,37.55449051835821,,영업/정상,서울시광진구골프연습장업인허가정보.csv
2009-08-06,,,20200915,폐업,서울시광진구골프연습장업인허가정보.csv
2009-08-07,127.09093034285303,37.536837553238016,,영업/정상,서울시광진구골프연습장업인허가정보.csv
2009-09-15,,,,영업/정상,서울시광진구골프연습장업인허가정보.csv
2009-09-18,,,,영업/정상,서울시광진구골프연습장업인허가정보.csv
2009-10-12,,,,영업/정상,서울시광진구골프연습장업인허가정보.csv
2010-06-21,,,2023-04-21,폐업,서울시광진구골프연습장업인허가정보.csv
2010-11-08,,,,영업/정상,서울시광진구골프연습장업인허가정보.csv
2010-12-17,,,,영업/정상,서울시광진구골프연습장업인허가정보.csv
2011-12-08,127.09306107594848,37.53916514291121,,휴업,서울시광진구골프연습장업인허가정보.csv
2012-03-26,127.07637386655641,37.55741019545603,20171124,폐업,서울시광진구골프연습장업인허가정보.csv
2013-01-10,127.08344349414091,37.57018639310613,,영업/정상,서울시광진구골프연습장업인허가정보.csv
2013-05-06,,,,영업/정상,서울시광진구골프연습장업인허가정보.csv
2013-05-07,127.06903104406513,37.532185557623656,,영업/정상,서울시광진구골프연습장업인허가정보.csv
2013-10-01,,,,영업/정상,서울시광진구골프연습장업인허가정보.csv
2013-11-28,,,,영업/정상,서울시광진구골프연습장업인허가정보.csv
2015-11-02,,,,영업/정상,서울시광진구골프연습장업인허가정보.csv
2015-12-10,127.0700897002532,37.537023012927044,,영업/정상,서울시광진구골프연습장업인허가정보.csv
2016-05-30,127.08797315037556,37.55560440880143,,영업/정상,서울시광진구골프연습장업인허가정보.csv
2016-10-10,,,,영업/정상,서울시광진구골프연습장업인허가정보.csv
2018-01-17,127.07263204924841,37.53780315327301,,영업/정상,서울시광진구골프연습장업인허가정보.csv
2018-04-11,127.0927075697707,37.532527424768325,,영업/정상,서울시광진구골프연습장업인허가정보.csv
2019-07-18,127.09513709793441,37.54134188178146,,영업/정상,서울시광진구골프연습장업인허가정보.csv
2022-07-19,,,,영업/정상,서울시광진구골프연습장업인허가정보.csv
