관리번호,위도,경도,정보,geometry,index_right
로데오거리1-1,37.5395131,127.0700084,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0700084 37.5395131),114747.0
로데오거리1-16,37.5408526,127.0662875,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0662875 37.5408526),114747.0
중곡제방길1,37.5716952,127.0795179,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0795179 37.5716952),
중곡제방길10,37.5702178,127.0791525,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0791525 37.5702178),
중곡제방길11,37.5700532,127.0790855,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0790855 37.5700532),
중곡제방길11-1,37.5697761,127.0791182,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0791182 37.5697761),
중곡제방길12,37.5698095,127.0789934,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0789934 37.5698095),
중곡제방길13,37.5696492,127.0789349,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0789349 37.5696492),
중곡제방길14,37.5695116,127.0788734,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0788734 37.5695116),
중곡제방길15,37.5693761,127.0788005,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0788005 37.5693761),
중곡제방길16,37.5692655,127.0787503,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0787503 37.5692655),
중곡제방길17,37.5691279,127.0786916,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0786916 37.5691279),
중곡제방길18,37.5689068,127.0785683,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0785683 37.5689068),
중곡제방길19,37.5686831,127.0784422,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0784422 37.5686831),
중곡제방길2,37.5715306,127.0794905,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0794905 37.5715306),
중곡제방길20,37.5685228,127.0783468,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0783468 37.5685228),
중곡제방길21,37.5683873,127.0782768,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0782768 37.5683873),
중곡제방길22,37.5682406,127.0782011,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0782011 37.5682406),
중곡제방길23,37.5681389,127.0781281,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0781281 37.5681389),
중곡제방길23-1,37.5680604,127.0782276,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0782276 37.5680604),
중곡제방길24,37.5680576,127.0780776,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0780776 37.5680576),
중곡제방길24-1,37.5680301,127.0779561,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0779561 37.5680301),
중곡제방길25,37.5678431,127.0779571,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0779571 37.5678431),
중곡제방길26,37.5676569,127.0778623,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0778623 37.5676569),
중곡제방길27,37.567527,127.0777748,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0777748 37.567527),
중곡제방길28,37.5673847,127.0776851,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0776851 37.5673847),
중곡제방길29,37.5672323,127.0776043,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0776043 37.5672323),
중곡제방길3,37.5713389,127.0794548,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0794548 37.5713389),
중곡제방길30,37.5670392,127.077503,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.077503 37.5670392),
중곡제방길30-1,37.5671135,127.0774771,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0774771 37.5671135),
중곡제방길31,37.5668541,127.077405,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.077405 37.5668541),
중곡제방길32,37.5667276,127.0773349,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0773349 37.5667276),
중곡제방길33,37.5665695,127.0772367,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0772367 37.5665695),
중곡제방길33-1,37.5664129,127.0772353,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0772353 37.5664129),
중곡제방길34,37.5664139,127.077164,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.077164 37.5664139),
중곡제방길35,37.5662897,127.0771052,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0771052 37.5662897),
중곡제방길36,37.5660436,127.0769594,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0769594 37.5660436),
중곡제방길37,37.5658743,127.0768811,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0768811 37.5658743),
중곡제방길38,37.5657162,127.0767914,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0767914 37.5657162),
중곡제방길39,37.5655231,127.0766826,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0766826 37.5655231),
중곡제방길4,37.5711675,127.0794161,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0794161 37.5711675),
중곡제방길40,37.5653865,127.0765839,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0765839 37.5653865),
중곡제방길41,37.5652149,127.0764858,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0764858 37.5652149),
중곡제방길42,37.5650707,127.0764271,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0764271 37.5650707),
중곡제방길43,37.5649293,127.0763378,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0763378 37.5649293),
중곡제방길43-1,37.5648177,127.0763209,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0763209 37.5648177),
중곡제방길44,37.564761,127.076225,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.076225 37.564761),
중곡제방길44-1,37.5646417,127.0762653,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0762653 37.5646417),
중곡제방길45,37.5646206,127.0760447,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0760447 37.5646206),
중곡제방길46,37.5644954,127.0759864,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0759864 37.5644954),
중곡제방길47,37.5643431,127.0759189,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0759189 37.5643431),
중곡제방길5,37.5710164,127.0793773,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0793773 37.5710164),
중곡제방길6,37.5709081,127.0793497,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0793497 37.5709081),
중곡제방길6-1,37.5708385,127.079418,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.079418 37.5708385),
중곡제방길7,37.5707705,127.0793165,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0793165 37.5707705),
중곡제방길8,37.5706306,127.0792635,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0792635 37.5706306),
중곡제방길9,37.5704254,127.0792136,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0792136 37.5704254),
강변역로1-1,37.5364994,127.0934021,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0934021 37.5364994),116124.0
강변역로1-10,37.5350344,127.0930705,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0930705 37.5350344),116123.0
강변역로1-11,37.5349291,127.0929448,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0929448 37.5349291),116123.0
강변역로1-12,37.5347639,127.0927563,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0927563 37.5347639),116123.0
강변역로1-13,37.5346395,127.0926028,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0926028 37.5346395),116123.0
강변역로1-14,37.5346292,127.0923903,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0923903 37.5346292),116123.0
강변역로1-15,37.5346501,127.0921839,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0921839 37.5346501),115664.0
강변역로1-16,37.5346861,127.0919434,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0919434 37.5346861),115664.0
강변역로1-17,37.5354965,127.0940414,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0940414 37.5354965),116123.0
강변역로1-19,37.5353196,127.093943,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.093943 37.5353196),116123.0
강변역로1-2,37.5362181,127.0935338,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0935338 37.5362181),116123.0
강변역로1-20,37.5353016,127.0940603,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0940603 37.5353016),116123.0
강변역로1-21,37.5351159,127.0941825,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0941825 37.5351159),116123.0
강변역로1-22,37.5350063,127.0942681,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0942681 37.5350063),116123.0
강변역로1-23,37.534882,127.0943677,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0943677 37.534882),116123.0
강변역로1-24,37.5346983,127.0945147,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0945147 37.5346983),116123.0
강변역로1-25,37.5345143,127.0946626,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0946626 37.5345143),116123.0
강변역로1-26,37.534344,127.0947854,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0947854 37.534344),116123.0
강변역로1-3,37.5359864,127.0936398,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0936398 37.5359864),116123.0
강변역로1-4,37.5358111,127.0937539,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0937539 37.5358111),116123.0
강변역로1-5,37.5356465,127.093789,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.093789 37.5356465),116123.0
강변역로1-6,37.5355764,127.0937084,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0937084 37.5355764),116123.0
강변역로1-7,37.5354437,127.0935507,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0935507 37.5354437),116123.0
강변역로1-8,37.5353143,127.0933897,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0933897 37.5353143),116123.0
강변역로1-9,37.5351455,127.0932008,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0932008 37.5351455),116123.0
강변역로2-1,37.5361892,127.0939533,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0939533 37.5361892),116123.0
강변역로2-10,37.5348478,127.0947778,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0947778 37.5348478),116123.0
강변역로2-11,37.534659,127.0949005,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0949005 37.534659),116123.0
강변역로2-12,37.5345241,127.0950003,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0950003 37.5345241),116123.0
강변역로2-13,37.5343399,127.0951372,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0951372 37.5343399),116123.0
강변역로2-14,37.5345118,127.0953456,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0953456 37.5345118),116123.0
강변역로2-15,37.5348064,127.0951601,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0951601 37.5348064),116123.0
강변역로2-16,37.5350334,127.0950032,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0950032 37.5350334),116123.0
강변역로2-17,37.5352089,127.0949117,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0949117 37.5352089),116123.0
강변역로2-18,37.5353616,127.0947779,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0947779 37.5353616),116123.0
강변역로2-19,37.535618,127.0946322,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0946322 37.535618),116123.0
강변역로2-2,37.5359721,127.0940756,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0940756 37.5359721),116123.0
강변역로2-20,37.5357709,127.0945408,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0945408 37.5357709),116123.0
강변역로2-21,37.5360474,127.094344,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.094344 37.5360474),116123.0
강변역로2-22,37.5362812,127.0941758,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0941758 37.5362812),116123.0
강변역로2-3,37.5357969,127.0941728,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0941728 37.5357969),116123.0
강변역로2-4,37.5355988,127.0942842,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0942842 37.5355988),116123.0
강변역로2-5,37.5354641,127.0943783,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0943783 37.5354641),116123.0
강변역로2-6,37.535334,127.0944668,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0944668 37.535334),116123.0
강변역로2-7,37.5352346,127.0945494,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0945494 37.5352346),116123.0
강변역로2-8,37.5350885,127.0946379,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0946379 37.5350885),116123.0
강변역로2-9,37.534985,127.0947007,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0947007 37.534985),116123.0
강변역로3-1,37.5365167,127.094173,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.094173 37.5365167),116124.0
강변역로3-2,37.5366842,127.0940689,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0940689 37.5366842),116124.0
강변역로3-3,37.5368684,127.0939179,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0939179 37.5368684),116124.0
강변역로3-4,37.5370427,127.0937221,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0937221 37.5370427),116124.0
강변역로3-5,37.5372626,127.0935596,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0935596 37.5372626),116124.0
강변역로3-6,37.5374027,127.0933294,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0933294 37.5374027),116124.0
강변역로3-7,37.5372174,127.0938228,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0938228 37.5372174),116124.0
강변역로3-8,37.537415,127.0936405,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0936405 37.537415),116124.0
강변역로3-9,37.5375988,127.0935201,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0935201 37.5375988),116124.0
강변역로4길1-1,37.5343768,127.0924859,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0924859 37.5343768),116123.0
강변역로4길1-10,37.5330863,127.0923482,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0923482 37.5330863),115664.0
강변역로4길1-11,37.5323928,127.0931443,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0931443 37.5323928),116123.0
강변역로4길1-12,37.5338442,127.0948601,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0948601 37.5338442),116123.0
강변역로4길1-13,37.5335619,127.0943505,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0943505 37.5335619),116123.0
강변역로4길1-14,37.5329104,127.0936183,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0936183 37.5329104),116123.0
강변역로4길1-15,37.5326699,127.0931442,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0931442 37.5326699),116123.0
강변역로4길1-16,37.5328708,127.0928945,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0928945 37.5328708),116123.0
강변역로4길1-17,37.5330873,127.0926213,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0926213 37.5330873),116123.0
강변역로4길1-18,37.5333035,127.0925861,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0925861 37.5333035),116123.0
강변역로4길1-19,37.5336876,127.0925534,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0925534 37.5336876),116123.0
강변역로4길1-2,37.5343149,127.0925,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0925 37.5343149),116123.0
강변역로4길1-20,37.5338916,127.0925703,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0925703 37.5338916),116123.0
강변역로4길1-21,37.5340257,127.0926124,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0926124 37.5340257),116123.0
강변역로4길1-22,37.5342123,127.09271,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.09271 37.5342123),116123.0
강변역로4길1-23,37.5343701,127.0928109,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0928109 37.5343701),116123.0
강변역로4길1-24,37.5345059,127.0929829,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0929829 37.5345059),116123.0
강변역로4길1-25,37.5346281,127.0931265,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0931265 37.5346281),116123.0
강변역로4길1-26,37.5348181,127.0933547,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0933547 37.5348181),116123.0
강변역로4길1-27,37.5349652,127.093535,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.093535 37.5349652),116123.0
강변역로4길1-28,37.5351123,127.0937096,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0937096 37.5351123),116123.0
강변역로4길1-29,37.5352571,127.0938701,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0938701 37.5352571),116123.0
강변역로4길1-3,37.5341862,127.0924328,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0924328 37.5341862),116123.0
강변역로4길1-4,37.5340214,127.0923403,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0923403 37.5340214),115664.0
강변역로4길1-5,37.5339086,127.092307,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.092307 37.5339086),115664.0
강변역로4길1-6,37.5337239,127.092291,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.092291 37.5337239),115664.0
강변역로4길1-7,37.5335999,127.0923058,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0923058 37.5335999),115664.0
강변역로4길1-8,37.53344,127.0923265,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0923265 37.53344),115664.0
강변역로4길1-9,37.5332688,127.0923331,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0923331 37.5332688),115664.0
광나루로 능12-11,37.5475265,127.0739503,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0739503 37.5475265),114748.0
광나루로 능12-12,37.5475819,127.0737329,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0737329 37.5475819),114748.0
광나루로 능12-13,37.5476635,127.0734469,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0734469 37.5476635),114748.0
광나루로 능12-14,37.5477385,127.0731719,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0731719 37.5477385),114748.0
광나루로 능12-15,37.5478029,127.0729369,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0729369 37.5478029),114748.0
광나루로 능12-16,37.5478528,127.072682,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.072682 37.5478528),114748.0
광나루로 능12-17,37.5479251,127.0723566,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0723566 37.5479251),114748.0
광나루로 아11-10,37.54012005,127.0969607,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0969607 37.54012005),116124.0
광나루로 아11-11,37.53992561,127.0972091,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0972091 37.53992561),116124.0
광나루로 아11-12,37.53973118,127.0974575,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0974575 37.53973118),116124.0
광나루로 아11-13,37.53953674,127.097706,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.097706 37.53953674),116124.0
광나루로 아11-14,37.5393423,127.0979544,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0979544 37.5393423),116124.0
광나루로 아11-5,37.5409881,127.0957886,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0957886 37.5409881),116124.0
광나루로 아11-6,37.5408978,127.0959669,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0959669 37.5408978),116124.0
광나루로 아11-7,37.54070336,127.0962153,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0962153 37.54070336),116124.0
광나루로 아11-8,37.54050893,127.0964638,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0964638 37.54050893),116124.0
광나루로 아11-9,37.54031449,127.0967122,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0967122 37.54031449),116124.0
광나루로 아18-10,37.5418154,127.0958365,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0958365 37.5418154),116124.0
광나루로 아18-11,37.5419421,127.095463,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.095463 37.5419421),116124.0
광나루로 아18-12,37.5421005,127.0951784,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0951784 37.5421005),116124.0
광나루로 아18-13,37.5423321,127.0949491,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0949491 37.5423321),116124.0
광나루로 아18-14,37.5425347,127.0947512,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0947512 37.5425347),116124.0
광나루로 아18-15,37.5426978,127.0945785,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0945785 37.5426978),116124.0
광나루로 아18-7,37.5415778,127.0964751,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0964751 37.5415778),116124.0
광나루로 아18-8,37.5414867,127.0959373,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0959373 37.5414867),116124.0
광나루로 아18-9,37.541675,127.0956163,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0956163 37.541675),116124.0
광나루로1-1,37.5482579,127.0676837,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0676837 37.5482579),114748.0
광나루로1-10,37.5479091,127.070912,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.070912 37.5479091),114748.0
광나루로1-11,37.5478719,127.0712321,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0712321 37.5478719),114748.0
광나루로1-12,37.5478302,127.071521,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.071521 37.5478302),114748.0
광나루로1-13,37.5477594,127.0719034,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0719034 37.5477594),114748.0
광나루로1-14,37.5476997,127.0722123,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0722123 37.5476997),114748.0
광나루로1-15,37.5476088,127.0726204,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0726204 37.5476088),114748.0
광나루로1-16,37.5475354,127.0728897,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0728897 37.5475354),114748.0
광나루로1-17,37.5474598,127.0731816,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0731816 37.5474598),114748.0
광나루로1-18,37.5473843,127.0734876,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0734876 37.5473843),114748.0
광나루로1-19,37.5473067,127.0738079,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0738079 37.5473067),114748.0
광나루로1-2,37.5482386,127.0679668,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0679668 37.5482386),114748.0
광나루로1-3,37.5481995,127.0683689,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0683689 37.5481995),114748.0
광나루로1-4,37.5481492,127.0687824,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0687824 37.5481492),114748.0
광나루로1-5,37.5481144,127.069125,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.069125 37.5481144),114748.0
광나루로1-6,37.5480571,127.069482,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.069482 37.5480571),114748.0
광나루로1-7,37.5480225,127.0698897,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0698897 37.5480225),114748.0
광나루로1-8,37.5479812,127.0702833,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0702833 37.5479812),114748.0
광나루로1-9,37.547942,127.0706684,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0706684 37.547942),114748.0
광나루로10-1,37.5450583,127.0898529,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0898529 37.5450583),115665.0
광나루로10-10,37.5452296,127.0863248,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0863248 37.5452296),115665.0
광나루로10-11,37.545261,127.0858912,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0858912 37.545261),115665.0
광나루로10-12,37.5452566,127.085685,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.085685 37.5452566),115665.0
광나루로10-2,37.5450615,127.0894794,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0894794 37.5450615),115665.0
광나루로10-3,37.545087,127.089052,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.089052 37.545087),115665.0
광나루로10-4,37.5451081,127.0886413,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0886413 37.5451081),115665.0
광나루로10-5,37.5451315,127.0882508,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0882508 37.5451315),115665.0
광나루로10-6,37.545157,127.0877949,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0877949 37.545157),115665.0
광나루로10-7,37.5451758,127.0873505,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0873505 37.5451758),115665.0
광나루로10-8,37.5452082,127.0869627,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0869627 37.5452082),115665.0
광나루로10-9,37.5452115,127.0866428,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0866428 37.5452115),115665.0
광나루로11-1,37.5446017,127.090744,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.090744 37.5446017),115665.0
광나루로11-10,37.5432097,127.0935448,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0935448 37.5432097),116124.0
광나루로11-11,37.5430099,127.0937554,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0937554 37.5430099),116124.0
광나루로11-12,37.542691,127.0940769,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0940769 37.542691),116124.0
광나루로11-13,37.5424014,127.0943671,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0943671 37.5424014),116124.0
광나루로11-14,37.5421634,127.09464,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.09464 37.5421634),116124.0
광나루로11-15,37.5418669,127.0949218,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0949218 37.5418669),116124.0
광나루로11-16,37.541649,127.0951296,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0951296 37.541649),116124.0
광나루로11-17,37.5414357,127.0953345,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0953345 37.5414357),116124.0
광나루로11-18,37.541256,127.0954883,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0954883 37.541256),116124.0
광나루로11-2,37.5445328,127.0909992,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0909992 37.5445328),115665.0
광나루로11-3,37.5444167,127.0913337,서울특별시 광진구_가로등 위치정보_20220214.csv,POINT (127.0913337 37.5444167),115665.0
